lead_id,company_size,industry,annual_revenue_musd,employee_count,job_title,website_visits_30d,email_opens_30d,email_clicks_30d,demo_requested,days_since_last_activity,deal_stage,lead_source,region,historical_purchase_count,months_since_first_contact,true_conversion_prob,converted,CLV_usd
L103885,Large,Education,44.63,156,Owner,1,1,0,0,48,Closed Lost,LinkedIn,EMEA,0,29,0.05742956399313076,0,33897.29
L103886,Large,Retail,34.5,136,Owner,5,4,2,0,124,SQL,LinkedIn,India,0,31,0.06334140685468923,0,22185.12
L103887,Medium,Energy,216.51,139,Director,2,0,0,0,50,SQL,Website,EMEA,0,6,0.058711826777835055,0,110637.98
L103888,Medium,Energy,9.2,171,Engineer,4,1,0,0,151,Closed Lost,Partner,APAC,0,14,0.0,0,8887.63
L103889,Small,Energy,6.44,158,Director,5,2,0,0,56,SQL,Cold Email,North America,0,21,0.06810992773725182,0,5357.74
L103890,Medium,Healthcare,19.17,144,Analyst,4,0,0,0,172,Closed Won,Referral,EMEA,0,47,0.0,0,16084.66
L103891,Medium,Energy,18.71,147,CxO,5,2,0,0,107,SQL,Event,EMEA,1,10,0.046252508453511434,0,19235.32
L103892,Medium,Finance,23.02,150,Manager,4,1,1,0,49,SQL,Partner,EMEA,0,4,0.05313544176504245,0,15660.49
L103893,Small,Manufacturing,28.42,156,Manager,5,0,0,0,32,MQL,Cold Email,APAC,0,1,0.03841033190050313,0,11939.47
L103894,Medium,Energy,22.8,149,Owner,8,6,0,0,74,Opportunity,Event,LATAM,1,35,0.16581520987682352,0,15976.1
L103895,Large,Manufacturing,35.7,132,Owner,3,6,0,0,25,Opportunity,LinkedIn,EMEA,0,30,0.15264072305697884,1,67622.86
L103896,Small,Software,40.77,171,Director,5,4,2,0,115,Opportunity,Event,APAC,0,13,0.0,0,20264.68
L103897,Large,Energy,41.51,172,CxO,9,2,1,1,120,Closed Won,Referral,North America,1,40,0.2057867465831293,0,50813.8
L103898,Medium,Retail,1.27,151,CxO,8,1,1,0,120,Lead,Event,APAC,0,41,0.0,0,1600.81
L103899,Large,Education,15.37,133,Director,8,3,0,0,100,Lead,Partner,EMEA,0,46,0.08513225616745027,0,15383.56
L103900,Small,Education,4.84,145,VP,2,4,1,0,36,MQL,Event,North America,0,35,0.0,0,7198.41
L103901,Small,Software,35.0,132,Engineer,10,2,0,0,79,Lead,Cold Email,APAC,0,8,0.04150021965099155,0,17278.66
L103902,Large,Finance,1.24,153,Director,1,1,0,0,11,Lead,Website,India,1,53,0.05720310797422003,0,17019.7
L103903,Small,Healthcare,52.94,138,Analyst,0,2,0,0,46,Opportunity,Event,EMEA,0,59,0.06951015694574006,0,30058.79
L103904,Large,Healthcare,5.13,159,CxO,5,4,1,0,28,Opportunity,Partner,LATAM,0,12,0.11929787099446833,1,29374.99
L103905,Medium,Retail,4.08,159,Engineer,1,4,0,0,5,Closed Won,Cold Email,APAC,0,3,0.07145690348807446,0,6981.06
L103906,Medium,Software,17.4,140,Director,6,2,0,1,117,Lead,LinkedIn,LATAM,2,57,0.0481917692717724,0,19907.93
L103907,Small,Software,8.39,140,Engineer,6,1,0,0,9,Closed Won,Event,APAC,1,21,0.12980753952424465,0,9663.25
L103908,Medium,Finance,72.2,144,VP,1,3,0,0,129,Closed Lost,Event,North America,0,52,0.0,0,41119.81
L103909,Small,Energy,47.61,138,CxO,7,3,2,0,81,SQL,Cold Email,LATAM,0,54,0.03546511670693729,0,21833.48
L103910,Small,Healthcare,7.31,152,VP,5,2,1,0,48,Closed Lost,Event,EMEA,0,52,0.0269327498883483,0,9068.11
L103911,Small,Energy,34.55,162,Owner,5,1,1,0,143,MQL,Cold Email,LATAM,0,39,0.0,0,20421.37
L103912,Small,Software,7.06,157,VP,6,2,0,0,141,MQL,Referral,EMEA,2,27,0.0046734054172559505,0,11622.12
L103913,Large,Energy,7.0,155,CxO,2,1,0,0,2,SQL,LinkedIn,North America,1,16,0.16558743670276632,1,75205.45
L103914,Large,Education,24.88,160,Owner,2,4,0,0,168,MQL,Website,EMEA,0,9,0.0,0,19135.19
L103915,Small,Retail,52.24,166,Analyst,4,4,0,0,7,Lead,Event,APAC,0,19,0.05555311885090675,0,29681.59
L103916,Medium,Healthcare,7.84,147,VP,9,1,0,0,102,Closed Lost,Referral,EMEA,1,35,0.0,0,12006.7
L103917,Small,Finance,8.46,167,Director,5,4,0,1,173,Closed Won,Cold Email,LATAM,0,29,0.0,0,5399.63
L103918,Medium,Retail,16.46,135,Director,4,2,0,0,36,Lead,Website,LATAM,0,17,0.001466931379007351,0,9698.41
L103919,Large,Manufacturing,4.98,154,Engineer,6,4,1,0,82,MQL,Event,APAC,0,8,0.022350157326121063,0,15022.72
L103920,Large,Education,58.29,143,Director,5,0,1,0,110,Closed Lost,LinkedIn,EMEA,0,38,0.0,0,36235.39
L103921,Small,Finance,4.94,169,Director,10,3,0,0,117,Lead,Referral,EMEA,0,32,0.040635653711841524,0,6958.32
L103922,Medium,Retail,6.47,136,Owner,6,3,0,0,65,MQL,Cold Email,EMEA,0,22,0.038027729527157605,0,8072.5
L103923,Small,Software,71.32,149,Owner,11,3,0,0,36,Closed Won,Event,India,0,57,0.12545363749433192,0,37415.11
L103924,Large,Manufacturing,15.1,149,Engineer,7,4,0,0,164,MQL,Referral,India,1,21,0.0,0,22854.6
L103925,Small,Finance,85.08,167,Manager,1,3,1,0,2,SQL,Website,LATAM,0,28,0.06058394730536955,0,40080.02
L103926,Medium,Software,9.78,152,CxO,7,1,0,0,97,MQL,Website,LATAM,0,0,0.019143859116237668,0,4772.02
L103927,Medium,Education,151.34,153,Director,3,6,0,0,97,SQL,LinkedIn,North America,0,21,0.02133130601443065,0,77876.13
L103928,Medium,Manufacturing,22.55,154,Engineer,3,1,0,0,126,Closed Won,LinkedIn,EMEA,0,24,0.013784512663494456,0,14783.37
L103929,Small,Healthcare,5.74,140,VP,2,3,1,0,107,MQL,Referral,LATAM,0,13,0.0,0,3552.45
L103930,Large,Software,5.65,138,VP,5,3,0,0,36,Closed Won,Website,North America,1,49,0.09795177900506433,0,30378.36
L103931,Small,Retail,2.84,154,Owner,6,5,1,0,111,Opportunity,Website,India,1,3,0.04599107874224102,0,4479.4
L103932,Medium,Energy,3.17,176,Analyst,3,6,0,0,122,Opportunity,Referral,LATAM,0,39,0.05658390086046159,0,3623.29
L103933,Small,Finance,6.3,137,Director,9,5,0,0,160,MQL,Cold Email,EMEA,0,6,0.01196701531493332,0,1971.97
L103934,Small,Manufacturing,4.52,153,CxO,2,1,0,0,44,Opportunity,Partner,LATAM,0,28,0.05869305417262949,0,5660.48
L103935,Medium,Software,0.93,159,Engineer,3,3,1,0,175,Closed Lost,Event,India,0,19,0.0,0,232.65
L103936,Small,Healthcare,28.26,132,Owner,3,4,0,0,63,Lead,Website,North America,0,47,0.0,0,12369.48
L103937,Small,Energy,26.45,129,Analyst,4,1,0,0,59,Lead,Cold Email,North America,0,7,0.045250816353031,0,16768.11
L103938,Small,Finance,16.58,160,Analyst,5,3,0,0,146,SQL,Cold Email,North America,0,8,0.023622757815986557,0,15284.37
L103939,Small,Finance,3.92,157,Engineer,3,4,0,0,41,Opportunity,LinkedIn,EMEA,1,37,0.042135895237472486,0,7706.01
L103940,Medium,Software,63.23,154,Owner,5,0,1,0,100,SQL,Partner,LATAM,0,5,0.014804441568391256,0,35533.2
L103941,Large,Healthcare,10.19,157,Owner,4,1,0,0,14,Opportunity,Referral,LATAM,2,32,0.16825351098143848,0,30269.99
L103942,Small,Education,5.3,148,Engineer,5,6,0,0,50,Lead,Website,North America,0,30,0.039755867301294975,0,4593.85
L103943,Small,Energy,15.37,156,Engineer,3,4,0,0,81,Opportunity,Event,APAC,1,50,0.03318268208403897,0,12257.43
L103944,Small,Education,14.52,149,Engineer,4,4,0,0,124,Lead,Website,India,0,5,0.0,0,9731.67
L103945,Small,Manufacturing,1.0,139,CxO,7,5,0,1,34,Lead,Event,LATAM,1,22,0.12793048358380568,1,4813.18
L103946,Medium,Software,11.81,152,Engineer,7,4,0,0,59,Closed Won,Event,India,1,53,0.12580210124466354,0,10679.93
L103947,Medium,Energy,13.74,152,Owner,4,4,0,0,102,Lead,Partner,EMEA,1,35,0.009258213394360353,0,16543.95
L103948,Small,Manufacturing,8.34,150,CxO,4,1,0,0,10,Lead,LinkedIn,LATAM,1,57,0.06047559977722891,0,5253.5
L103949,Small,Education,3.25,142,CxO,7,1,0,0,134,SQL,Event,EMEA,0,46,0.003558057522148259,0,2984.64
L103950,Small,Energy,3.35,136,CxO,7,1,1,0,157,Opportunity,Referral,EMEA,1,19,0.0015340382750884105,0,3005.55
L103951,Large,Finance,20.37,163,VP,5,4,0,0,45,MQL,Event,LATAM,2,57,0.0917417632824326,0,34962.53
L103952,Large,Manufacturing,26.09,132,Manager,3,2,1,0,4,Closed Lost,Cold Email,India,0,22,0.07996773199636194,0,16045.79
L103953,Small,Healthcare,7.78,162,Analyst,2,3,0,0,65,MQL,Cold Email,LATAM,0,54,0.0,0,4122.47
L103954,Small,Retail,17.86,131,Director,4,3,1,0,44,Lead,LinkedIn,North America,0,14,0.0,0,12771.67
L103955,Large,Education,7.71,162,VP,1,1,0,0,0,Opportunity,Website,EMEA,0,32,0.11136133622344223,0,14531.64
L103956,Large,Education,5.19,132,Owner,6,2,0,0,126,Closed Won,Event,EMEA,0,6,0.003539429587973701,0,9976.81
L103957,Small,Healthcare,15.1,146,Manager,5,3,0,0,146,MQL,Partner,India,1,32,0.0,0,8109.81
L103958,Small,Energy,3.86,148,Analyst,8,0,0,0,54,SQL,Event,North America,3,35,0.11921215689319388,0,11324.04
L103959,Small,Energy,80.95,158,VP,10,3,1,0,112,SQL,Event,APAC,2,16,0.0954934754013688,0,43794.92
L103960,Medium,Energy,2.89,155,Analyst,4,0,0,0,174,SQL,Event,India,0,4,0.0,0,7474.95
L103961,Small,Manufacturing,16.18,146,CxO,5,6,0,0,150,Closed Won,Partner,APAC,0,56,0.021257108787066395,0,9121.73
L103962,Small,Software,14.16,148,CxO,3,2,0,0,165,Closed Won,Website,North America,0,44,0.0,0,6115.87
L103963,Medium,Finance,12.95,155,Engineer,5,6,0,0,15,Closed Won,LinkedIn,EMEA,1,45,0.16809534717194058,0,16453.83
L103964,Small,Retail,53.7,141,Owner,4,3,0,0,13,Opportunity,Event,North America,1,3,0.09622292005523106,0,32066.28
L103965,Medium,Software,0.83,137,CxO,6,4,0,0,5,Opportunity,Website,North America,0,57,0.13799822583721494,0,1586.24
L103966,Small,Software,18.39,144,VP,8,1,2,0,3,Closed Lost,Partner,India,1,8,0.07751848159077525,1,14787.1
L103967,Small,Healthcare,9.27,135,Analyst,2,2,1,0,68,Opportunity,Website,EMEA,0,26,0.05289547484819767,0,4455.19
L103968,Medium,Manufacturing,21.85,152,Director,5,5,0,0,34,Closed Lost,Website,EMEA,0,58,0.08519770793929674,0,11799.98
L103969,Small,Education,12.87,137,Owner,9,3,0,0,153,Closed Won,Referral,EMEA,0,35,0.013409936923691971,0,8132.63
L103970,Large,Education,11.3,153,Analyst,9,2,0,0,136,MQL,Event,LATAM,0,1,0.03228677432955366,0,15138.48
L103971,Medium,Healthcare,3.64,141,CxO,10,3,0,0,176,Closed Lost,Website,North America,0,10,0.00024980487939687407,0,5521.71
L103972,Small,Manufacturing,6.21,149,Analyst,7,1,0,0,152,MQL,Event,EMEA,1,53,0.0,0,8030.35
L103973,Medium,Healthcare,279.08,164,Manager,3,2,0,0,44,Closed Lost,Referral,LATAM,0,23,0.0,0,142265.95
L103974,Small,Education,22.05,149,Analyst,3,2,0,0,81,MQL,Referral,India,0,54,0.0,0,12668.68
L103975,Large,Software,34.9,150,VP,7,3,1,0,101,Closed Lost,Website,LATAM,0,50,0.08890359747634502,0,22173.31
L103976,Small,Finance,8.57,146,Manager,3,3,0,1,157,Opportunity,Website,India,0,28,0.0,0,5238.83
L103977,Medium,Energy,5.18,144,Owner,10,5,0,0,59,Opportunity,Referral,APAC,0,49,0.09840133695918367,0,6272.99
L103978,Small,Manufacturing,26.48,132,Engineer,5,2,0,0,31,MQL,Cold Email,North America,0,14,0.07112175554758693,1,14976.29
L103979,Small,Retail,1.82,147,Engineer,5,1,3,0,98,Closed Won,Website,LATAM,0,38,0.06552820512517993,0,983.98
L103980,Large,Retail,6.36,147,Analyst,5,0,0,0,83,Closed Lost,Cold Email,India,0,53,0.05368000576336157,0,9299.34
L103981,Large,Software,8.55,156,Director,4,5,1,0,30,MQL,LinkedIn,APAC,0,2,0.08340423532992729,0,6077.47
L103982,Small,Healthcare,31.34,151,VP,4,2,1,1,90,Closed Lost,Partner,EMEA,1,17,0.04057347521413825,0,15518.27
L103983,Small,Healthcare,18.43,168,Director,5,4,1,0,177,MQL,Partner,APAC,1,44,0.0,0,14024.87
L103984,Large,Education,7.59,136,Manager,6,3,1,0,60,Lead,Partner,EMEA,1,37,0.09669560125672545,0,23726.49
L103985,Large,Software,17.62,149,Director,7,6,1,0,144,Opportunity,Website,India,0,57,0.042024095399617815,0,14300.17
L103986,Small,Education,9.0,154,Owner,3,1,0,0,178,Lead,Website,North America,0,20,0.0,0,4427.67
L103987,Medium,Education,35.52,148,Manager,5,2,0,0,142,Lead,Partner,APAC,0,43,0.0,0,16480.18
L103988,Small,Retail,15.43,127,Owner,4,3,0,1,139,SQL,Cold Email,India,0,33,0.05588615658214739,0,11146.54
L103989,Large,Education,69.16,163,Director,6,4,0,0,10,Lead,Website,India,1,41,0.1332147870567922,0,49379.54
L103990,Small,Energy,9.23,158,Engineer,3,5,0,0,105,Closed Won,Website,India,0,2,0.01449953967764532,0,9120.71
L103991,Small,Education,41.49,159,VP,2,2,1,0,71,MQL,Event,EMEA,1,55,0.03475770626121555,0,23121.35
L103992,Medium,Retail,13.34,149,Director,8,3,1,0,66,SQL,Event,North America,0,7,0.10967541223516163,0,9148.76
L103993,Small,Energy,6.07,164,Analyst,3,4,0,0,115,Closed Won,Event,APAC,1,59,0.06174911049889373,0,6467.59
L103994,Medium,Healthcare,164.28,140,Owner,8,2,1,0,24,SQL,Referral,EMEA,0,57,0.1450075150557593,0,79916.71
L103995,Small,Manufacturing,45.14,157,Manager,4,2,0,0,37,SQL,Website,North America,1,34,0.03272340935242782,0,25158.61
L103996,Small,Finance,15.4,166,Owner,3,1,0,0,104,SQL,Partner,North America,0,2,0.035926940956283675,0,7813.97
L103997,Small,Education,26.21,144,Analyst,3,2,0,0,95,Closed Lost,Referral,EMEA,0,39,0.0,0,12558.24
L103998,Medium,Energy,4.13,163,VP,7,3,0,0,176,Lead,Referral,APAC,1,12,0.0,0,7298.58
L103999,Small,Manufacturing,4.28,159,Analyst,1,2,0,0,21,Closed Won,Referral,EMEA,0,15,0.021735187261732805,0,2646.99
L104000,Medium,Retail,37.12,172,Engineer,6,2,2,0,151,SQL,Partner,North America,0,42,0.0,0,21629.46
L104001,Large,Manufacturing,12.24,146,Owner,7,2,0,0,142,SQL,Referral,APAC,1,29,0.05376683350089642,0,26349.2
L104002,Medium,Finance,10.42,132,Engineer,6,5,0,0,44,MQL,Event,India,0,47,0.03968793040220039,0,6510.49
L104003,Small,Manufacturing,9.13,160,CxO,6,5,2,0,108,Closed Lost,LinkedIn,India,1,8,0.005538829545183118,0,5699.58
L104004,Small,Energy,14.18,131,VP,1,6,1,0,40,Closed Lost,Referral,LATAM,0,44,0.0,0,6736.65
L104005,Small,Manufacturing,9.45,148,Director,5,3,0,0,133,Closed Lost,Cold Email,LATAM,0,21,0.0,0,7101.69
L104006,Small,Manufacturing,1.6,148,Engineer,0,3,0,0,49,Lead,Event,India,0,28,0.0,0,1293.75
L104007,Small,Manufacturing,50.19,144,Director,5,0,0,0,112,Opportunity,Website,EMEA,0,12,0.002753572433019604,0,24477.72
L104008,Medium,Software,10.91,168,Owner,5,4,0,0,41,Closed Won,Website,LATAM,0,3,0.14635623277670573,0,8505.79
L104009,Small,Education,76.06,157,Director,5,3,1,0,125,MQL,Event,LATAM,1,45,0.0,0,37635.52
L104010,Small,Retail,2.09,151,Owner,9,5,1,0,96,Opportunity,LinkedIn,APAC,0,25,0.0743159906709894,0,2600.83
L104011,Small,Finance,2.08,134,Manager,8,3,0,0,77,Opportunity,Website,EMEA,0,50,0.08059565987730125,0,327.12
L104012,Medium,Retail,9.25,156,Analyst,3,2,2,0,135,Closed Lost,Partner,EMEA,1,29,0.0,0,14831.78
L104013,Small,Software,32.38,148,Director,3,3,0,0,81,Closed Won,Partner,EMEA,1,50,0.010150178038378695,0,14671.07
L104014,Medium,Software,3.6,176,Owner,8,1,1,0,136,Closed Won,LinkedIn,APAC,0,53,0.06808033989230225,0,6409.24
L104015,Small,Energy,3.46,140,CxO,8,4,0,0,120,Closed Lost,Referral,LATAM,0,1,0.0,0,1614.7
L104016,Large,Software,17.67,151,VP,8,3,0,0,26,Opportunity,LinkedIn,APAC,0,39,0.14812600157512568,1,49390.46
L104017,Large,Education,8.91,143,VP,3,4,0,0,101,Lead,Cold Email,India,1,37,0.0,0,18719.48
L104018,Small,Software,20.99,170,Manager,0,4,1,0,167,Closed Lost,LinkedIn,North America,1,44,0.0,0,9407.15
L104019,Small,Manufacturing,9.07,169,CxO,5,3,0,0,155,Closed Won,Referral,India,0,5,0.0,0,3407.31
L104020,Small,Retail,17.91,158,Analyst,5,4,1,0,152,SQL,Cold Email,India,0,37,0.017284902467208735,0,9992.79
L104021,Small,Healthcare,47.76,148,CxO,3,4,1,0,125,Lead,LinkedIn,LATAM,0,53,0.0,0,21737.43
L104022,Medium,Finance,3.61,154,Owner,9,6,0,0,137,Closed Won,Website,LATAM,0,56,0.007563133373609601,0,2355.05
L104023,Large,Software,39.84,146,VP,11,1,1,0,158,SQL,Event,North America,0,54,0.029991193985657867,0,27753.38
L104024,Medium,Retail,2.22,163,CxO,2,2,0,0,110,Closed Lost,Referral,LATAM,0,16,0.0,0,1521.27
L104025,Large,Energy,22.41,151,Analyst,5,5,0,0,132,Closed Won,LinkedIn,EMEA,0,50,0.01388079112366614,0,20467.37
L104026,Small,Software,50.36,155,Engineer,8,4,1,0,77,Closed Won,Partner,India,0,4,0.02115885035632678,0,27006.21
L104027,Small,Education,7.21,160,Director,4,4,0,0,78,Closed Lost,Referral,North America,0,11,0.0,0,5752.96
L104028,Medium,Software,23.21,148,Owner,1,1,1,0,155,Lead,Partner,North America,1,33,0.0,0,23582.8
L104029,Small,Software,7.49,150,Director,6,1,0,0,72,Closed Lost,Event,LATAM,1,2,0.0,0,6453.41
L104030,Medium,Software,21.88,143,VP,9,4,0,0,71,SQL,Event,North America,2,41,0.125450696331068,0,28570.26
L104031,Small,Energy,1.27,160,VP,6,4,2,0,107,Opportunity,Event,North America,1,10,0.1071358444507665,0,4387.02
L104032,Small,Software,14.33,144,Analyst,4,4,0,0,140,MQL,Referral,EMEA,0,50,0.0,0,5449.66
L104033,Large,Finance,18.09,158,CxO,6,0,1,0,70,Closed Lost,LinkedIn,India,2,17,0.08608088137674638,1,64583.13
L104034,Small,Retail,46.74,155,Analyst,5,0,0,0,148,Opportunity,Partner,North America,0,48,0.0,0,27852.47
L104035,Large,Education,30.73,151,Manager,5,3,0,0,144,SQL,Website,North America,0,21,0.05296534260639692,0,26507.15
L104036,Large,Software,10.37,151,VP,4,2,0,0,52,Closed Lost,Cold Email,North America,1,3,0.15165532288861203,0,36015.2
L104037,Medium,Software,15.93,165,Owner,7,2,0,0,1,Closed Lost,Event,APAC,0,58,0.0888120401998731,0,10477.51
L104038,Medium,Software,2.87,173,Owner,4,0,1,0,160,MQL,Website,EMEA,0,22,0.0,0,3681.9
L104039,Medium,Software,63.06,144,VP,2,4,0,0,161,Lead,Referral,India,1,28,0.0,0,36900.76
L104040,Large,Manufacturing,24.32,151,VP,4,4,0,0,135,MQL,Cold Email,APAC,3,46,0.0,0,60777.73
L104041,Small,Manufacturing,1.89,161,Analyst,5,3,1,0,49,Lead,LinkedIn,North America,2,27,0.0,0,5274.31
L104042,Medium,Healthcare,15.58,177,Owner,2,3,1,0,128,Lead,LinkedIn,LATAM,0,52,0.0,0,12569.96
L104043,Medium,Software,16.82,154,Analyst,1,3,1,0,116,Closed Lost,LinkedIn,North America,1,6,0.0,0,17742.01
L104044,Small,Healthcare,5.62,156,CxO,6,4,0,0,93,Opportunity,Website,EMEA,1,42,0.04358502246780809,0,3542.38
L104045,Small,Finance,13.42,146,Engineer,9,4,1,0,44,MQL,LinkedIn,North America,0,53,0.08220254857859012,0,9193.6
L104046,Small,Healthcare,5.08,153,VP,7,4,0,0,31,Lead,LinkedIn,LATAM,4,15,0.11385523470605101,1,10316.01
L104047,Medium,Retail,2.99,161,Engineer,6,3,0,0,61,MQL,Website,APAC,0,40,0.0,0,7353.19
L104048,Large,Manufacturing,6.6,141,Analyst,6,3,0,0,94,SQL,LinkedIn,EMEA,1,39,0.05772985583877076,0,29324.14
L104049,Small,Manufacturing,14.46,142,CxO,5,4,0,0,67,Closed Lost,Event,APAC,0,58,0.026430251447190887,0,8662.02
L104050,Large,Software,30.83,145,Analyst,5,2,1,1,163,Opportunity,Website,LATAM,0,53,0.006640496088693104,0,19512.02
L104051,Medium,Software,13.06,162,Manager,5,3,2,0,142,SQL,LinkedIn,India,0,42,0.0,0,5764.91
L104052,Large,Finance,31.13,162,Owner,3,3,1,0,119,MQL,Website,APAC,0,55,0.0,0,23277.88
L104053,Medium,Education,23.31,144,Director,3,1,0,0,113,Closed Won,LinkedIn,APAC,0,44,0.0,0,13641.96
L104054,Medium,Finance,4.33,143,Director,8,2,0,1,77,MQL,Cold Email,North America,0,24,0.1257837715728099,0,1882.21
L104055,Small,Retail,23.13,174,Analyst,5,4,0,0,176,Lead,Cold Email,EMEA,1,25,0.0,0,15583.98
L104056,Large,Software,23.78,148,Director,4,4,0,0,17,Opportunity,Referral,EMEA,2,56,0.13852087750423447,0,51056.79
L104057,Small,Software,69.53,164,Director,2,4,0,0,138,Closed Won,Event,India,0,36,0.0,0,34212.56
L104058,Large,Finance,18.37,142,CxO,4,3,2,0,79,MQL,Event,India,0,14,0.055863777422616334,0,13965.31
L104059,Large,Finance,3.54,129,Director,10,2,1,0,142,Opportunity,Website,APAC,1,26,0.13248169490038308,1,59390.47
L104060,Small,Finance,7.0,141,CxO,1,3,0,0,138,Closed Lost,Event,India,0,31,0.0,0,5002.69
L104061,Small,Manufacturing,1.91,150,Manager,5,3,0,1,67,Lead,Event,EMEA,1,57,0.06349644773738133,0,1666.3
L104062,Medium,Healthcare,20.3,147,VP,2,1,0,0,62,MQL,Partner,EMEA,1,59,0.015192305915480077,0,16628.94
L104063,Small,Healthcare,63.69,143,VP,3,3,0,0,123,SQL,LinkedIn,APAC,0,32,0.0,0,37047.06
L104064,Large,Software,1.11,162,VP,4,0,0,0,153,Closed Lost,Website,APAC,1,7,0.001099853309388589,0,22177.76
L104065,Small,Manufacturing,66.44,142,Owner,4,6,0,0,142,Closed Lost,LinkedIn,LATAM,0,52,0.0,0,33388.01
L104066,Small,Finance,20.03,139,CxO,8,3,1,0,105,Closed Won,Partner,EMEA,0,51,0.035874575851204585,0,10593.27
L104067,Large,Software,4.15,129,CxO,3,2,0,0,76,Closed Lost,Referral,India,0,5,0.05948335085020125,0,9273.22
L104068,Medium,Manufacturing,15.75,148,CxO,2,5,0,0,85,Opportunity,Cold Email,LATAM,1,31,0.0,0,14229.3
L104069,Large,Retail,4.29,157,Manager,5,6,0,0,111,MQL,Event,North America,2,54,0.0354459600812503,0,54527.98
L104070,Small,Education,18.92,137,Engineer,4,4,1,0,103,Closed Lost,Event,India,2,44,0.0,0,15281.25
L104071,Medium,Manufacturing,12.98,143,CxO,5,4,0,0,84,Opportunity,Partner,North America,0,40,0.0,0,9924.93
L104072,Medium,Energy,16.93,159,CxO,6,1,0,1,138,Closed Won,LinkedIn,LATAM,0,7,0.057235199041928614,0,11822.07
L104073,Medium,Software,4.86,138,VP,4,5,0,0,65,Closed Lost,Event,EMEA,0,58,0.01198943274148371,0,7538.17
L104074,Medium,Healthcare,5.62,168,Analyst,6,3,0,0,124,SQL,Cold Email,EMEA,2,2,0.0,0,13346.4
L104075,Medium,Energy,20.12,167,Owner,6,2,2,1,89,Closed Lost,Website,North America,0,21,0.11543322099323522,0,12663.31
L104076,Small,Finance,7.37,174,Director,1,4,0,0,168,Closed Lost,Partner,EMEA,2,54,0.0,0,10563.81
L104077,Small,Education,14.14,137,Director,2,4,0,0,116,Closed Lost,Event,APAC,0,52,0.0,0,7699.54
L104078,Medium,Retail,19.16,153,Manager,2,2,1,0,142,MQL,Cold Email,LATAM,0,37,0.0,0,10588.62
L104079,Small,Education,9.75,147,Director,3,5,0,0,118,Closed Won,Event,India,0,54,0.0,0,6861.8
L104080,Medium,Education,38.67,154,Engineer,5,6,0,0,50,Lead,Event,LATAM,0,53,0.03597786222840036,0,23298.05
L104081,Small,Manufacturing,10.12,180,VP,7,3,0,1,126,Closed Lost,Website,North America,1,35,0.04463152633076802,1,14964.77
L104082,Medium,Software,9.82,164,Manager,1,3,1,0,177,MQL,Partner,North America,1,42,0.0,0,14891.21
L104083,Medium,Software,6.48,176,Director,3,2,1,0,146,Closed Lost,LinkedIn,EMEA,1,31,0.0,0,12434.05
L104084,Small,Education,34.47,165,Director,3,3,1,0,171,Lead,Partner,North America,0,24,0.0,0,17264.9
L104085,Small,Finance,6.01,153,Analyst,5,2,0,0,74,SQL,Cold Email,India,1,27,0.0554420321927857,0,7662.62
L104086,Small,Software,42.71,134,VP,7,7,1,0,75,SQL,LinkedIn,LATAM,0,59,0.01449596182391949,0,22726.71
L104087,Medium,Education,14.34,179,Manager,7,0,0,0,86,Closed Lost,LinkedIn,India,0,29,0.0,0,6814.03
L104088,Large,Software,178.06,159,VP,5,6,1,0,0,Closed Lost,Partner,LATAM,1,29,0.13605377583092063,0,99836.56
L104089,Small,Finance,6.29,163,Manager,6,4,0,0,93,Closed Lost,Referral,EMEA,0,5,0.0,0,3218.24
L104090,Medium,Retail,43.61,172,Owner,6,1,0,0,38,MQL,Website,North America,0,41,0.07911130786907271,1,39845.76
L104091,Small,Energy,20.29,147,Owner,3,5,1,0,150,Opportunity,Event,LATAM,0,15,0.0,0,11446.27
L104092,Medium,Education,7.29,161,Director,6,3,0,0,111,Opportunity,Partner,APAC,1,26,0.044542804967682564,0,11819.64
L104093,Large,Healthcare,20.57,156,VP,5,5,0,0,43,Opportunity,Referral,APAC,0,9,0.1692864245606163,0,16677.0
L104094,Small,Healthcare,19.59,168,VP,5,4,0,0,20,Opportunity,Partner,APAC,0,22,0.14097317888380256,0,9420.96
L104095,Medium,Education,8.74,171,Engineer,5,3,1,0,155,Closed Lost,Event,APAC,0,19,0.0,0,7709.46
L104096,Small,Manufacturing,18.7,133,Owner,5,5,1,0,138,Closed Won,Partner,India,0,25,0.0,0,12652.66
L104097,Small,Retail,39.0,170,Analyst,4,1,1,0,151,MQL,Event,North America,0,34,0.0,0,20463.76
L104098,Small,Manufacturing,20.31,147,VP,11,1,0,0,139,Closed Lost,LinkedIn,LATAM,0,18,0.034660012263518225,0,11156.22
L104099,Small,Energy,8.01,141,Manager,4,6,1,0,66,Opportunity,Cold Email,APAC,0,17,0.06455091470156396,0,9395.68
L104100,Medium,Healthcare,7.57,159,Engineer,8,2,0,0,160,SQL,Partner,APAC,0,47,0.021128395797065196,0,7101.42
L104101,Small,Finance,11.16,150,VP,4,3,0,0,76,MQL,Website,LATAM,0,29,0.041452220225205144,0,6709.72
L104102,Medium,Education,37.06,155,VP,5,4,0,0,41,Opportunity,Event,EMEA,0,22,0.12665966801493922,0,23565.13
L104103,Small,Energy,5.73,155,Engineer,5,2,1,0,43,Lead,LinkedIn,India,0,18,0.09592383874355914,0,3763.36
